input_id,source_id,"coordinates(rows,col)"
masktif/rgbnir0512-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir0512-2048_a.tif,"2048-2560,512-1024"
masktif/rgbnir0512-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir0512-2560_a.tif,"2560-3072,512-1024"
masktif/rgbnir0512-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir0512-3072_a.tif,"3072-3584,512-1024"
masktif/rgbnir0512-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir0512-3584_a.tif,"3584-4096,512-1024"
masktif/rgbnir0512-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir0512-4096_a.tif,"4096-4608,512-1024"
masktif/rgbnir0512-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir0512-4608_a.tif,"4608-5120,512-1024"
masktif/rgbnir0512-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir0512-5120_a.tif,"5120-5632,512-1024"
masktif/rgbnir0512-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir0512-5632_a.tif,"5632-6144,512-1024"
masktif/rgbnir01024-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-0_a.tif,"0-512,1024-1536"
masktif/rgbnir01024-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-512_a.tif,"512-1024,1024-1536"
masktif/rgbnir01024-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-1024_a.tif,"1024-1536,1024-1536"
masktif/rgbnir01024-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-1536_a.tif,"1536-2048,1024-1536"
masktif/rgbnir01024-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-2048_a.tif,"2048-2560,1024-1536"
masktif/rgbnir01024-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-2560_a.tif,"2560-3072,1024-1536"
masktif/rgbnir01024-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-3072_a.tif,"3072-3584,1024-1536"
masktif/rgbnir01024-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-3584_a.tif,"3584-4096,1024-1536"
masktif/rgbnir01024-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-4096_a.tif,"4096-4608,1024-1536"
masktif/rgbnir01024-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-4608_a.tif,"4608-5120,1024-1536"
masktif/rgbnir01024-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-5120_a.tif,"5120-5632,1024-1536"
masktif/rgbnir01024-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01024-5632_a.tif,"5632-6144,1024-1536"
masktif/rgbnir01536-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-0_a.tif,"0-512,1536-2048"
masktif/rgbnir01536-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-512_a.tif,"512-1024,1536-2048"
masktif/rgbnir01536-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-1024_a.tif,"1024-1536,1536-2048"
masktif/rgbnir01536-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-1536_a.tif,"1536-2048,1536-2048"
masktif/rgbnir01536-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-2048_a.tif,"2048-2560,1536-2048"
masktif/rgbnir01536-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-2560_a.tif,"2560-3072,1536-2048"
masktif/rgbnir01536-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-3072_a.tif,"3072-3584,1536-2048"
masktif/rgbnir01536-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-3584_a.tif,"3584-4096,1536-2048"
masktif/rgbnir01536-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-4096_a.tif,"4096-4608,1536-2048"
masktif/rgbnir01536-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-4608_a.tif,"4608-5120,1536-2048"
masktif/rgbnir01536-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-5120_a.tif,"5120-5632,1536-2048"
masktif/rgbnir01536-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir01536-5632_a.tif,"5632-6144,1536-2048"
masktif/rgbnir02048-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-0_a.tif,"0-512,2048-2560"
masktif/rgbnir02048-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-512_a.tif,"512-1024,2048-2560"
masktif/rgbnir02048-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-1024_a.tif,"1024-1536,2048-2560"
masktif/rgbnir02048-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-1536_a.tif,"1536-2048,2048-2560"
masktif/rgbnir02048-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-2048_a.tif,"2048-2560,2048-2560"
masktif/rgbnir02048-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-2560_a.tif,"2560-3072,2048-2560"
masktif/rgbnir02048-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-3072_a.tif,"3072-3584,2048-2560"
masktif/rgbnir02048-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-3584_a.tif,"3584-4096,2048-2560"
masktif/rgbnir02048-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-4096_a.tif,"4096-4608,2048-2560"
masktif/rgbnir02048-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-4608_a.tif,"4608-5120,2048-2560"
masktif/rgbnir02048-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-5120_a.tif,"5120-5632,2048-2560"
masktif/rgbnir02048-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02048-5632_a.tif,"5632-6144,2048-2560"
masktif/rgbnir02560-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-0_a.tif,"0-512,2560-3072"
masktif/rgbnir02560-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-512_a.tif,"512-1024,2560-3072"
masktif/rgbnir02560-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-1024_a.tif,"1024-1536,2560-3072"
masktif/rgbnir02560-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-1536_a.tif,"1536-2048,2560-3072"
masktif/rgbnir02560-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-2048_a.tif,"2048-2560,2560-3072"
masktif/rgbnir02560-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-2560_a.tif,"2560-3072,2560-3072"
masktif/rgbnir02560-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-3072_a.tif,"3072-3584,2560-3072"
masktif/rgbnir02560-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-3584_a.tif,"3584-4096,2560-3072"
masktif/rgbnir02560-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-4096_a.tif,"4096-4608,2560-3072"
masktif/rgbnir02560-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-4608_a.tif,"4608-5120,2560-3072"
masktif/rgbnir02560-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-5120_a.tif,"5120-5632,2560-3072"
masktif/rgbnir02560-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir02560-5632_a.tif,"5632-6144,2560-3072"
masktif/rgbnir03072-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-0_a.tif,"0-512,3072-3584"
masktif/rgbnir03072-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-512_a.tif,"512-1024,3072-3584"
masktif/rgbnir03072-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-1024_a.tif,"1024-1536,3072-3584"
masktif/rgbnir03072-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-1536_a.tif,"1536-2048,3072-3584"
masktif/rgbnir03072-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-2048_a.tif,"2048-2560,3072-3584"
masktif/rgbnir03072-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-2560_a.tif,"2560-3072,3072-3584"
masktif/rgbnir03072-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-3072_a.tif,"3072-3584,3072-3584"
masktif/rgbnir03072-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-3584_a.tif,"3584-4096,3072-3584"
masktif/rgbnir03072-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-4096_a.tif,"4096-4608,3072-3584"
masktif/rgbnir03072-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-4608_a.tif,"4608-5120,3072-3584"
masktif/rgbnir03072-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-5120_a.tif,"5120-5632,3072-3584"
masktif/rgbnir03072-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03072-5632_a.tif,"5632-6144,3072-3584"
masktif/rgbnir03584-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-0_a.tif,"0-512,3584-4096"
masktif/rgbnir03584-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-512_a.tif,"512-1024,3584-4096"
masktif/rgbnir03584-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-1024_a.tif,"1024-1536,3584-4096"
masktif/rgbnir03584-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-1536_a.tif,"1536-2048,3584-4096"
masktif/rgbnir03584-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-2048_a.tif,"2048-2560,3584-4096"
masktif/rgbnir03584-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-2560_a.tif,"2560-3072,3584-4096"
masktif/rgbnir03584-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-3072_a.tif,"3072-3584,3584-4096"
masktif/rgbnir03584-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-3584_a.tif,"3584-4096,3584-4096"
masktif/rgbnir03584-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-4096_a.tif,"4096-4608,3584-4096"
masktif/rgbnir03584-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-4608_a.tif,"4608-5120,3584-4096"
masktif/rgbnir03584-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-5120_a.tif,"5120-5632,3584-4096"
masktif/rgbnir03584-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir03584-5632_a.tif,"5632-6144,3584-4096"
masktif/rgbnir04096-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-0_a.tif,"0-512,4096-4608"
masktif/rgbnir04096-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-512_a.tif,"512-1024,4096-4608"
masktif/rgbnir04096-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-1024_a.tif,"1024-1536,4096-4608"
masktif/rgbnir04096-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-1536_a.tif,"1536-2048,4096-4608"
masktif/rgbnir04096-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-2048_a.tif,"2048-2560,4096-4608"
masktif/rgbnir04096-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-2560_a.tif,"2560-3072,4096-4608"
masktif/rgbnir04096-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-3072_a.tif,"3072-3584,4096-4608"
masktif/rgbnir04096-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-3584_a.tif,"3584-4096,4096-4608"
masktif/rgbnir04096-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-4096_a.tif,"4096-4608,4096-4608"
masktif/rgbnir04096-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-4608_a.tif,"4608-5120,4096-4608"
masktif/rgbnir04096-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-5120_a.tif,"5120-5632,4096-4608"
masktif/rgbnir04096-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04096-5632_a.tif,"5632-6144,4096-4608"
masktif/rgbnir04608-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-0_a.tif,"0-512,4608-5120"
masktif/rgbnir04608-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-512_a.tif,"512-1024,4608-5120"
masktif/rgbnir04608-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-1024_a.tif,"1024-1536,4608-5120"
masktif/rgbnir04608-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-1536_a.tif,"1536-2048,4608-5120"
masktif/rgbnir04608-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-2048_a.tif,"2048-2560,4608-5120"
masktif/rgbnir04608-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-2560_a.tif,"2560-3072,4608-5120"
masktif/rgbnir04608-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-3072_a.tif,"3072-3584,4608-5120"
masktif/rgbnir04608-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-3584_a.tif,"3584-4096,4608-5120"
masktif/rgbnir04608-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-4096_a.tif,"4096-4608,4608-5120"
masktif/rgbnir04608-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-4608_a.tif,"4608-5120,4608-5120"
masktif/rgbnir04608-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-5120_a.tif,"5120-5632,4608-5120"
masktif/rgbnir04608-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir04608-5632_a.tif,"5632-6144,4608-5120"
masktif/rgbnir05120-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-0_a.tif,"0-512,5120-5632"
masktif/rgbnir05120-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-512_a.tif,"512-1024,5120-5632"
masktif/rgbnir05120-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-1024_a.tif,"1024-1536,5120-5632"
masktif/rgbnir05120-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-1536_a.tif,"1536-2048,5120-5632"
masktif/rgbnir05120-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-2048_a.tif,"2048-2560,5120-5632"
masktif/rgbnir05120-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-2560_a.tif,"2560-3072,5120-5632"
masktif/rgbnir05120-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-3072_a.tif,"3072-3584,5120-5632"
masktif/rgbnir05120-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-3584_a.tif,"3584-4096,5120-5632"
masktif/rgbnir05120-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-4096_a.tif,"4096-4608,5120-5632"
masktif/rgbnir05120-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-4608_a.tif,"4608-5120,5120-5632"
masktif/rgbnir05120-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-5120_a.tif,"5120-5632,5120-5632"
masktif/rgbnir05120-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05120-5632_a.tif,"5632-6144,5120-5632"
masktif/rgbnir05632-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-0_a.tif,"0-512,5632-6144"
masktif/rgbnir05632-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-512_a.tif,"512-1024,5632-6144"
masktif/rgbnir05632-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-1024_a.tif,"1024-1536,5632-6144"
masktif/rgbnir05632-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-1536_a.tif,"1536-2048,5632-6144"
masktif/rgbnir05632-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-2048_a.tif,"2048-2560,5632-6144"
masktif/rgbnir05632-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-2560_a.tif,"2560-3072,5632-6144"
masktif/rgbnir05632-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-3072_a.tif,"3072-3584,5632-6144"
masktif/rgbnir05632-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-3584_a.tif,"3584-4096,5632-6144"
masktif/rgbnir05632-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-4096_a.tif,"4096-4608,5632-6144"
masktif/rgbnir05632-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-4608_a.tif,"4608-5120,5632-6144"
masktif/rgbnir05632-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-5120_a.tif,"5120-5632,5632-6144"
masktif/rgbnir05632-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir05632-5632_a.tif,"5632-6144,5632-6144"
masktif/rgbnir10-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-0_a.tif,"0-512,0-512"
masktif/rgbnir10-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-512_a.tif,"512-1024,0-512"
masktif/rgbnir10-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-1024_a.tif,"1024-1536,0-512"
masktif/rgbnir10-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-1536_a.tif,"1536-2048,0-512"
masktif/rgbnir10-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-2048_a.tif,"2048-2560,0-512"
masktif/rgbnir10-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-2560_a.tif,"2560-3072,0-512"
masktif/rgbnir10-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-3072_a.tif,"3072-3584,0-512"
masktif/rgbnir10-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-3584_a.tif,"3584-4096,0-512"
masktif/rgbnir10-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-4096_a.tif,"4096-4608,0-512"
masktif/rgbnir10-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-4608_a.tif,"4608-5120,0-512"
masktif/rgbnir10-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-5120_a.tif,"5120-5632,0-512"
masktif/rgbnir10-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir10-5632_a.tif,"5632-6144,0-512"
masktif/rgbnir1512-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-0_a.tif,"0-512,512-1024"
masktif/rgbnir1512-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-512_a.tif,"512-1024,512-1024"
masktif/rgbnir1512-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-1024_a.tif,"1024-1536,512-1024"
masktif/rgbnir1512-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-1536_a.tif,"1536-2048,512-1024"
masktif/rgbnir1512-2048_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-2048_a.tif,"2048-2560,512-1024"
masktif/rgbnir1512-2560_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-2560_a.tif,"2560-3072,512-1024"
masktif/rgbnir1512-3072_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-3072_a.tif,"3072-3584,512-1024"
masktif/rgbnir1512-3584_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-3584_a.tif,"3584-4096,512-1024"
masktif/rgbnir1512-4096_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-4096_a.tif,"4096-4608,512-1024"
masktif/rgbnir1512-4608_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-4608_a.tif,"4608-5120,512-1024"
masktif/rgbnir1512-5120_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-5120_a.tif,"5120-5632,512-1024"
masktif/rgbnir1512-5632_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir1512-5632_a.tif,"5632-6144,512-1024"
masktif/rgbnir11024-0_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir11024-0_a.tif,"0-512,1024-1536"
masktif/rgbnir11024-512_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir11024-512_a.tif,"512-1024,1024-1536"
masktif/rgbnir11024-1024_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir11024-1024_a.tif,"1024-1536,1024-1536"
masktif/rgbnir11024-1536_a.tif,/home/jgonzalez/Test_2019/Test_network/data/train/masks/masktif/rgbnir11024-1536_a.tif,"1536-2048,1024-1536"
